"","Species","PlotID","Date","Year","Replicate","Birds","counter"
"5248","BLKI","3C",2014-06-28,2014,"4",0,4
"5249","BLKI","3C",2014-06-30,2014,"5",0,5
"5250","BLKI","3C",2014-07-02,2014,"6",0,6
"5251","BLKI","3C",2014-07-04,2014,"7",0,7
"5252","BLKI","3C",2014-07-05,2014,"8",0,8
"5253","BLKI","3C",2014-07-06,2014,"9",0,9
"5254","BLKI","3C",2014-07-08,2014,"10",0,10
"5255","BLKI","3C",2016-06-19,2016,"1",0,1
"5256","BLKI","3C",2016-06-22,2016,"2",0,2
"5257","BLKI","3C",2016-06-23,2016,"3",0,3
"5258","BLKI","3C",2016-06-25,2016,"4",0,4
"5259","BLKI","3C",2016-06-27,2016,"5",0,5
"5260","BLKI","3C",2016-06-29,2016,"6",0,6
"5261","BLKI","3C",2016-07-01,2016,"7",0,7
"5262","BLKI","3C",2016-07-03,2016,"8",0,8
"5263","BLKI","3C",2017-06-17,2017,"1",0,1
"5264","BLKI","3C",2017-06-19,2017,"2",0,2
"5265","BLKI","3C",2017-06-21,2017,"3",0,3
"5266","BLKI","3C",2017-06-23,2017,"4",0,4
"5267","BLKI","3C",2017-06-25,2017,"5",0,5
"5268","BLKI","3C",2017-06-28,2017,"6",0,6
"5269","BLKI","3C",2017-06-30,2017,"7",0,7
"5270","BLKI","3C",2017-07-02,2017,"8",0,8
"5271","BLKI","3C",2017-07-04,2017,"9",0,9
"5272","BLKI","3C",2017-07-06,2017,"10",0,10
"5273","BLKI","4",1990-06-21,1990,"1",32,1
"5274","BLKI","4",1990-06-24,1990,"2",58,2
"5275","BLKI","4",1990-06-27,1990,"3",67,3
"5276","BLKI","4",1990-06-29,1990,"4",8,4
"5277","BLKI","4",1990-07-01,1990,"5",77,5
"5278","BLKI","4",1990-07-06,1990,"6",22,6
"5279","BLKI","4",1990-07-09,1990,"7",30,7
"5280","BLKI","4",1990-07-11,1990,"8",35,8
"5281","BLKI","4",1990-07-14,1990,"9",28,9
"5282","BLKI","4",1990-07-16,1990,"10",83,10
"5283","BLKI","4",1991-06-06,1991,"1",45,1
"5284","BLKI","4",1991-06-09,1991,"2",60,2
"5285","BLKI","4",1991-06-12,1991,"3",42,3
"5286","BLKI","4",1991-06-14,1991,"4",47,4
"5287","BLKI","4",1991-06-18,1991,"5",28,5
"5288","BLKI","4",1991-06-20,1991,"6",29,6
"5289","BLKI","4",1991-06-22,1991,"7",29,7
"5290","BLKI","4",1991-07-04,1991,"8",15,8
"5291","BLKI","4",1991-07-11,1991,"9",26,9
"5292","BLKI","4",1992-06-08,1992,"1",33,1
"5293","BLKI","4",1992-06-13,1992,"2",33,2
"5294","BLKI","4",1992-06-15,1992,"3",47,3
"5295","BLKI","4",1992-06-20,1992,"4",48,4
"5296","BLKI","4",1992-06-21,1992,"5",41,5
"5297","BLKI","4",1992-06-23,1992,"6",45,6
"5298","BLKI","4",1992-07-01,1992,"7",37,7
"5299","BLKI","4",1992-07-07,1992,"8",27,8
"5300","BLKI","4",1992-07-08,1992,"9",24,9
"5301","BLKI","4",1992-07-15,1992,"10",34,10
"5302","BLKI","4",1993-06-01,1993,"1",54,1
"5303","BLKI","4",1993-06-10,1993,"2",51,2
"5304","BLKI","4",1993-06-16,1993,"3",41,3
"5305","BLKI","4",1993-06-20,1993,"4",56,4
"5306","BLKI","4",1993-06-22,1993,"5",43,5
"5307","BLKI","4",1993-06-24,1993,"6",36,6
"5308","BLKI","4",1993-06-30,1993,"7",32,7
"5309","BLKI","4",1993-07-07,1993,"8",6,8
"5310","BLKI","4",1994-06-05,1994,"1",12,1
"5311","BLKI","4",1994-06-07,1994,"2",27,2
"5312","BLKI","4",1994-06-09,1994,"3",35,3
"5313","BLKI","4",1994-06-11,1994,"4",42,4
"5314","BLKI","4",1994-06-16,1994,"5",34,5
"5315","BLKI","4",1994-06-20,1994,"6",29,6
"5316","BLKI","4",1994-06-22,1994,"7",19,7
"5317","BLKI","4",1994-06-26,1994,"8",15,8
"5318","BLKI","4",1994-06-28,1994,"9",9,9
"5319","BLKI","4",1994-06-28,1994,"10",10,10
"5320","BLKI","4",1995-06-06,1995,"1",25,1
"5321","BLKI","4",1995-06-08,1995,"2",24,2
"5322","BLKI","4",1995-06-12,1995,"3",16,3
"5323","BLKI","4",1995-06-16,1995,"4",10,4
"5324","BLKI","4",1995-06-18,1995,"5",18,5
"5325","BLKI","4",1995-06-20,1995,"6",23,6
"5326","BLKI","4",1995-06-22,1995,"7",20,7
"5327","BLKI","4",1995-06-24,1995,"8",15,8
"5328","BLKI","4",1995-06-26,1995,"9",21,9
"5329","BLKI","4",1996-06-05,1996,"1",7,1
"5330","BLKI","4",1996-06-11,1996,"2",7,2
"5331","BLKI","4",1996-06-13,1996,"3",11,3
"5332","BLKI","4",1996-06-14,1996,"4",12,4
"5333","BLKI","4",1996-06-21,1996,"5",7,5
"5334","BLKI","4",1996-06-22,1996,"6",12,6
"5335","BLKI","4",1996-06-24,1996,"7",11,7
"5336","BLKI","4",1996-06-26,1996,"8",3,8
"5337","BLKI","4",1996-06-28,1996,"9",3,9
"5338","BLKI","4",1996-06-30,1996,"10",3,10
"5339","BLKI","4",1997-06-09,1997,"1",27,1
"5340","BLKI","4",1997-06-10,1997,"2",26,2
"5341","BLKI","4",1997-06-11,1997,"3",23,3
"5342","BLKI","4",1997-06-12,1997,"4",22,4
"5343","BLKI","4",1997-06-13,1997,"5",23,5
"5344","BLKI","4",1997-06-15,1997,"6",15,6
"5345","BLKI","4",1997-06-16,1997,"7",22,7
"5346","BLKI","4",1997-06-17,1997,"8",20,8
"5347","BLKI","4",1997-06-18,1997,"9",20,9
"5348","BLKI","4",1997-06-20,1997,"10",18,10
"5349","BLKI","4",1998-06-12,1998,"1",3,1
"5350","BLKI","4",1998-06-13,1998,"2",0,2
"5351","BLKI","4",1998-06-14,1998,"3",4,3
"5352","BLKI","4",1998-06-16,1998,"4",13,4
"5353","BLKI","4",1998-06-21,1998,"5",0,5
"5354","BLKI","4",1998-06-22,1998,"6",10,6
"5355","BLKI","4",1998-06-24,1998,"7",16,7
"5356","BLKI","4",1998-06-25,1998,"8",9,8
"5357","BLKI","4",1998-06-30,1998,"9",13,9
"5358","BLKI","4",1998-07-03,1998,"10",12,10
"5359","BLKI","4",1998-07-06,1998,"11",9,11
"5360","BLKI","4",1999-06-26,1999,"1",7,1
"5361","BLKI","4",1999-06-28,1999,"2",5,2
"5362","BLKI","4",1999-07-01,1999,"3",12,3
"5363","BLKI","4",1999-07-03,1999,"4",5,4
"5364","BLKI","4",1999-07-06,1999,"5",0,5
"5365","BLKI","4",1999-07-07,1999,"6",2,6
"5366","BLKI","4",1999-07-10,1999,"7",1,7
"5367","BLKI","4",1999-07-14,1999,"8",1,8
"5368","BLKI","4",1999-07-15,1999,"9",0,9
"5369","BLKI","4",1999-07-17,1999,"10",0,10
"5370","BLKI","4",2000-06-16,2000,"1",8,1
"5371","BLKI","4",2000-06-17,2000,"2",7,2
"5372","BLKI","4",2000-06-19,2000,"3",10,3
"5373","BLKI","4",2000-06-22,2000,"4",10,4
"5374","BLKI","4",2000-06-23,2000,"5",12,5
"5375","BLKI","4",2000-06-26,2000,"6",14,6
"5376","BLKI","4",2000-06-27,2000,"7",12,7
"5377","BLKI","4",2000-06-29,2000,"8",9,8
"5378","BLKI","4",2000-07-01,2000,"9",0,9
"5379","BLKI","4",2000-07-02,2000,"10",0,10
"5380","BLKI","4",2000-07-05,2000,"11",1,11
"5381","BLKI","4",2000-07-10,2000,"12",14,12
"5382","BLKI","4",2001-06-12,2001,"1",7,1
"5383","BLKI","4",2001-06-14,2001,"2",7,2
"5384","BLKI","4",2001-06-15,2001,"3",6,3
"5385","BLKI","4",2001-06-17,2001,"4",8,4
"5386","BLKI","4",2001-06-18,2001,"4",6,5
"5387","BLKI","4",2001-06-20,2001,"5",5,6
"5388","BLKI","4",2001-06-25,2001,"5",2,7
"5389","BLKI","4",2001-06-28,2001,"6",0,8
"5390","BLKI","4",2001-06-30,2001,"7",0,9
"5391","BLKI","4",2001-07-02,2001,"8",0,10
"5392","BLKI","4",2001-07-04,2001,"9",0,11
"5393","BLKI","4",2001-07-05,2001,"10",0,12
"5394","BLKI","4",2002-06-14,2002,"1",7,1
"5395","BLKI","4",2002-06-15,2002,"2",7,2
"5396","BLKI","4",2002-06-18,2002,"3",5,3
"5397","BLKI","4",2002-06-19,2002,"4",5,4
"5398","BLKI","4",2002-06-21,2002,"5",4,5
"5399","BLKI","4",2002-06-22,2002,"6",5,6
"5400","BLKI","4",2002-06-24,2002,"7",4,7
"5401","BLKI","4",2002-06-25,2002,"8",5,8
"5402","BLKI","4",2002-06-27,2002,"9",6,9
"5403","BLKI","4",2002-06-28,2002,"10",6,10
"5404","BLKI","4",2003-06-13,2003,"1",7,1
"5405","BLKI","4",2003-06-15,2003,"2",4,2
"5406","BLKI","4",2003-06-17,2003,"3",4,3
"5407","BLKI","4",2003-06-19,2003,"4",7,4
"5408","BLKI","4",2003-06-22,2003,"5",4,5
"5409","BLKI","4",2003-06-24,2003,"6",5,6
"5410","BLKI","4",2003-06-26,2003,"7",7,7
"5411","BLKI","4",2003-06-29,2003,"8",0,8
"5412","BLKI","4",2003-07-03,2003,"9",2,9
"5413","BLKI","4",2003-07-05,2003,"10",3,10
"5414","BLKI","4",2003-07-07,2003,"11",0,11
"5415","BLKI","4",2003-07-10,2003,"12",4,12
"5416","BLKI","4",2004-06-13,2004,"1",0,1
"5417","BLKI","4",2004-06-15,2004,"2",0,2
"5418","BLKI","4",2004-06-17,2004,"3",0,3
"5419","BLKI","4",2004-06-19,2004,"4",0,4
"5420","BLKI","4",2004-06-23,2004,"5",0,5
"5421","BLKI","4",2004-06-25,2004,"6",0,6
"5422","BLKI","4",2004-06-27,2004,"7",0,7
"5423","BLKI","4",2004-06-29,2004,"8",0,8
"5424","BLKI","4",2004-07-01,2004,"9",0,9
"5425","BLKI","4",2004-07-03,2004,"10",0,10
"5426","BLKI","4",2004-07-06,2004,"11",0,11
"5427","BLKI","4",2004-07-08,2004,"12",0,12
"5428","BLKI","4",2005-06-11,2005,"1",0,1
"5429","BLKI","4",2005-06-14,2005,"2",0,2
"5430","BLKI","4",2005-06-16,2005,"3",0,3
"5431","BLKI","4",2005-06-18,2005,"4",0,4
"5432","BLKI","4",2005-06-20,2005,"5",0,5
"5433","BLKI","4",2005-06-23,2005,"6",0,6
"5434","BLKI","4",2005-06-25,2005,"7",0,7
"5435","BLKI","4",2005-06-27,2005,"8",0,8
"5436","BLKI","4",2005-06-29,2005,"9",0,9
"5437","BLKI","4",2005-07-01,2005,"10",0,10
"5438","BLKI","4",2005-07-03,2005,"11",0,11
"5439","BLKI","4",2006-06-14,2006,"1",0,1
"5440","BLKI","4",2006-06-16,2006,"2",0,2
"5441","BLKI","4",2006-06-18,2006,"3",0,3
"5442","BLKI","4",2006-06-22,2006,"4",0,4
"5443","BLKI","4",2006-06-24,2006,"5",0,5
"5444","BLKI","4",2006-06-26,2006,"6",0,6
"5445","BLKI","4",2006-06-28,2006,"7",0,7
"5446","BLKI","4",2006-06-30,2006,"8",0,8
"5447","BLKI","4",2006-07-02,2006,"9",0,9
"5448","BLKI","4",2006-07-04,2006,"10",0,10
"5449","BLKI","4",2007-06-08,2007,"1",0,1
"5450","BLKI","4",2007-06-10,2007,"2",0,2
"5451","BLKI","4",2007-06-12,2007,"3",0,3
"5452","BLKI","4",2007-06-14,2007,"4",0,4
"5453","BLKI","4",2007-06-16,2007,"5",0,5
"5454","BLKI","4",2007-06-18,2007,"6",0,6
"5455","BLKI","4",2007-06-20,2007,"7",0,7
"5456","BLKI","4",2007-06-24,2007,"8",0,8
"5457","BLKI","4",2007-06-26,2007,"9",0,9
"5458","BLKI","4",2007-06-28,2007,"10",0,10
"5459","BLKI","4",2008-06-05,2008,"1",0,1
"5460","BLKI","4",2008-06-07,2008,"2",0,2
"5461","BLKI","4",2008-06-09,2008,"3",0,3
"5462","BLKI","4",2008-06-11,2008,"4",0,4
"5463","BLKI","4",2008-06-14,2008,"5",0,5
"5464","BLKI","4",2008-06-16,2008,"6",0,6
"5465","BLKI","4",2008-06-21,2008,"7",0,7
"5466","BLKI","4",2008-06-23,2008,"8",0,8
"5467","BLKI","4",2008-06-25,2008,"9",0,9
"5468","BLKI","4",2008-06-29,2008,"10",0,10
"5469","BLKI","4",2009-06-23,2009,"1",0,1
"5470","BLKI","4",2009-06-24,2009,"2",0,2
"5471","BLKI","4",2009-06-25,2009,"3",0,3
"5472","BLKI","4",2009-06-27,2009,"4",0,4
"5473","BLKI","4",2009-06-29,2009,"5",0,5
"5474","BLKI","4",2009-06-30,2009,"6",0,6
"5475","BLKI","4",2009-07-01,2009,"7",0,7
"5476","BLKI","4",2009-07-02,2009,"8",0,8
"5477","BLKI","4",2009-07-04,2009,"9",0,9
"5478","BLKI","4",2009-07-05,2009,"10",0,10
"5479","BLKI","4",2009-07-06,2009,"11",0,11
"5480","BLKI","4",2010-06-20,2010,"1",0,1
"5481","BLKI","4",2010-06-22,2010,"2",0,2
"5482","BLKI","4",2010-06-24,2010,"3",0,3
"5483","BLKI","4",2010-06-26,2010,"4",0,4
"5484","BLKI","4",2010-06-28,2010,"5",0,5
"5485","BLKI","4",2010-06-29,2010,"6",0,6
"5486","BLKI","4",2010-07-03,2010,"7",0,7
"5487","BLKI","4",2010-07-05,2010,"8",0,8
"5488","BLKI","4",2010-07-06,2010,"9",0,9
"5489","BLKI","4",2010-07-07,2010,"10",0,10
"5490","BLKI","4",2011-06-16,2011,"1",0,1
"5491","BLKI","4",2011-06-17,2011,"2",0,2
"5492","BLKI","4",2011-06-20,2011,"3",0,3
"5493","BLKI","4",2011-06-21,2011,"4",0,4
"5494","BLKI","4",2011-06-22,2011,"5",0,5
"5495","BLKI","4",2011-06-23,2011,"6",0,6
"5496","BLKI","4",2011-06-27,2011,"7",0,7
"5497","BLKI","4",2011-06-28,2011,"8",0,8
"5498","BLKI","4",2011-06-30,2011,"9",0,9
"5499","BLKI","4",2011-07-01,2011,"10",0,10
"5500","BLKI","4",2011-07-05,2011,"11",0,11
"5501","BLKI","4",2012-06-20,2012,"1",0,1
"5502","BLKI","4",2012-06-21,2012,"2",0,2
"5503","BLKI","4",2012-06-22,2012,"3",0,3
"5504","BLKI","4",2012-06-24,2012,"4",0,4
"5505","BLKI","4",2012-06-25,2012,"5",0,5
"5506","BLKI","4",2012-06-26,2012,"6",0,6
"5507","BLKI","4",2012-06-28,2012,"7",0,7
"5508","BLKI","4",2012-06-28,2012,"8",0,8
"5509","BLKI","4",2012-07-01,2012,"9",0,9
"5510","BLKI","4",2013-06-17,2013,"1",0,1
"5511","BLKI","4",2013-06-19,2013,"2",0,2
"5512","BLKI","4",2013-06-21,2013,"3",0,3
"5513","BLKI","4",2013-06-24,2013,"4",0,4
"5514","BLKI","4",2013-06-27,2013,"5",0,5
"5515","BLKI","4",2013-06-29,2013,"6",0,6
"5516","BLKI","4",2013-07-01,2013,"7",0,7
"5517","BLKI","4",2013-07-03,2013,"8",0,8
"5518","BLKI","4",2013-07-05,2013,"9",0,9
"5519","BLKI","4",2013-07-07,2013,"10",0,10
"5520","BLKI","4",2014-06-23,2014,"1",0,1
"5521","BLKI","4",2014-06-24,2014,"2",0,2
"5522","BLKI","4",2014-06-26,2014,"3",0,3
"5523","BLKI","4",2014-06-28,2014,"4",0,4
"5524","BLKI","4",2014-06-30,2014,"5",0,5
"5525","BLKI","4",2014-07-02,2014,"6",0,6
"5526","BLKI","4",2014-07-04,2014,"7",0,7
"5527","BLKI","4",2014-07-05,2014,"8",0,8
"5528","BLKI","4",2014-07-06,2014,"9",0,9
"5529","BLKI","4",2014-07-08,2014,"10",0,10
"5530","BLKI","4",2016-06-19,2016,"1",0,1
"5531","BLKI","4",2016-06-22,2016,"2",0,2
"5532","BLKI","4",2016-06-23,2016,"3",0,3
"5533","BLKI","4",2016-06-25,2016,"4",0,4
"5534","BLKI","4",2016-06-27,2016,"5",0,5
"5535","BLKI","4",2016-06-29,2016,"6",0,6
"5536","BLKI","4",2016-07-01,2016,"7",0,7
"5537","BLKI","4",2016-07-03,2016,"8",0,8
"5538","BLKI","4",2017-06-17,2017,"1",0,1
"5539","BLKI","4",2017-06-19,2017,"2",0,2
"5540","BLKI","4",2017-06-21,2017,"3",0,3
"5541","BLKI","4",2017-06-23,2017,"4",0,4
"5542","BLKI","4",2017-06-25,2017,"5",0,5
"5543","BLKI","4",2017-06-28,2017,"6",0,6
"5544","BLKI","4",2017-06-30,2017,"7",0,7
"5545","BLKI","4",2017-07-02,2017,"8",0,8
"5546","BLKI","4",2017-07-04,2017,"9",0,9
"5547","BLKI","4",2017-07-06,2017,"10",0,10
"5548","BLKI","5A",1990-06-21,1990,"1",2,1
"5549","BLKI","5A",1990-06-24,1990,"2",0,2
"5550","BLKI","5A",1990-06-27,1990,"3",0,3
"5551","BLKI","5A",1990-06-29,1990,"4",0,4
"5552","BLKI","5A",1990-07-01,1990,"5",1,5
"5553","BLKI","5A",1990-07-06,1990,"6",0,6
"5554","BLKI","5A",1990-07-09,1990,"7",0,7
"5555","BLKI","5A",1990-07-11,1990,"8",0,8
"5556","BLKI","5A",1990-07-14,1990,"9",0,9
"5557","BLKI","5A",1990-07-16,1990,"10",0,10
"5558","BLKI","5A",1991-06-06,1991,"1",0,1
"5559","BLKI","5A",1991-06-09,1991,"2",0,2
"5560","BLKI","5A",1991-06-12,1991,"3",0,3
"5561","BLKI","5A",1991-06-14,1991,"4",0,4
"5562","BLKI","5A",1991-06-18,1991,"5",0,5
"5563","BLKI","5A",1991-06-20,1991,"6",0,6
"5564","BLKI","5A",1991-06-22,1991,"7",0,7
"5565","BLKI","5A",1991-07-04,1991,"8",0,8
"5566","BLKI","5A",1991-07-11,1991,"9",0,9
"5567","BLKI","5A",1992-06-08,1992,"1",0,1
"5568","BLKI","5A",1992-06-13,1992,"2",0,2
"5569","BLKI","5A",1992-06-15,1992,"3",0,3
"5570","BLKI","5A",1992-06-20,1992,"4",0,4
"5571","BLKI","5A",1992-06-21,1992,"5",0,5
"5572","BLKI","5A",1992-06-23,1992,"6",0,6
"5573","BLKI","5A",1992-07-01,1992,"7",0,7
"5574","BLKI","5A",1992-07-07,1992,"8",0,8
"5575","BLKI","5A",1992-07-08,1992,"9",0,9
"5576","BLKI","5A",1992-07-15,1992,"10",0,10
"5577","BLKI","5A",1993-06-01,1993,"1",0,1
"5578","BLKI","5A",1993-06-10,1993,"2",0,2
"5579","BLKI","5A",1993-06-16,1993,"3",0,3
"5580","BLKI","5A",1993-06-20,1993,"4",0,4
"5581","BLKI","5A",1993-06-22,1993,"5",0,5
"5582","BLKI","5A",1993-06-24,1993,"6",0,6
"5583","BLKI","5A",1993-06-30,1993,"7",0,7
"5584","BLKI","5A",1993-07-07,1993,"8",0,8
"5585","BLKI","5A",1994-06-05,1994,"1",0,1
"5586","BLKI","5A",1994-06-07,1994,"2",0,2
"5587","BLKI","5A",1994-06-09,1994,"3",0,3
"5588","BLKI","5A",1994-06-11,1994,"4",0,4
"5589","BLKI","5A",1994-06-16,1994,"5",1,5
"5590","BLKI","5A",1994-06-20,1994,"6",0,6
"5591","BLKI","5A",1994-06-22,1994,"7",0,7
"5592","BLKI","5A",1994-06-26,1994,"8",0,8
"5593","BLKI","5A",1994-06-28,1994,"9",0,9
"5594","BLKI","5A",1994-06-28,1994,"10",0,10
"5595","BLKI","5A",1995-06-06,1995,"1",0,1
"5596","BLKI","5A",1995-06-08,1995,"2",0,2
"5597","BLKI","5A",1995-06-12,1995,"3",0,3
"5598","BLKI","5A",1995-06-16,1995,"4",0,4
"5599","BLKI","5A",1995-06-18,1995,"5",0,5
"5600","BLKI","5A",1995-06-20,1995,"6",0,6
"5601","BLKI","5A",1995-06-22,1995,"7",0,7
"5602","BLKI","5A",1995-06-24,1995,"8",0,8
"5603","BLKI","5A",1995-06-26,1995,"9",0,9
"5604","BLKI","5A",1996-06-05,1996,"1",0,1
"5605","BLKI","5A",1996-06-11,1996,"2",0,2
"5606","BLKI","5A",1996-06-13,1996,"3",0,3
"5607","BLKI","5A",1996-06-14,1996,"4",0,4
"5608","BLKI","5A",1996-06-21,1996,"5",0,5
"5609","BLKI","5A",1996-06-22,1996,"6",0,6
"5610","BLKI","5A",1996-06-24,1996,"7",0,7
"5611","BLKI","5A",1996-06-26,1996,"8",0,8
"5612","BLKI","5A",1996-06-28,1996,"9",0,9
"5613","BLKI","5A",1996-06-30,1996,"10",0,10
"5614","BLKI","5A",1997-06-09,1997,"1",0,1
"5615","BLKI","5A",1997-06-10,1997,"2",0,2
"5616","BLKI","5A",1997-06-11,1997,"3",0,3
"5617","BLKI","5A",1997-06-12,1997,"4",0,4
"5618","BLKI","5A",1997-06-13,1997,"5",0,5
"5619","BLKI","5A",1997-06-15,1997,"6",0,6
"5620","BLKI","5A",1997-06-16,1997,"7",0,7
"5621","BLKI","5A",1997-06-17,1997,"8",0,8
"5622","BLKI","5A",1997-06-18,1997,"9",0,9
"5623","BLKI","5A",1997-06-20,1997,"10",0,10
"5624","BLKI","5A",1998-06-12,1998,"1",0,1
"5625","BLKI","5A",1998-06-13,1998,"2",0,2
"5626","BLKI","5A",1998-06-14,1998,"3",0,3
"5627","BLKI","5A",1998-06-16,1998,"4",0,4
"5628","BLKI","5A",1998-06-21,1998,"5",0,5
"5629","BLKI","5A",1998-06-22,1998,"6",0,6
"5630","BLKI","5A",1998-06-24,1998,"7",0,7
"5631","BLKI","5A",1998-06-25,1998,"8",0,8
"5632","BLKI","5A",1998-06-30,1998,"9",0,9
"5633","BLKI","5A",1998-07-03,1998,"10",0,10
"5634","BLKI","5A",1998-07-06,1998,"11",0,11
"5635","BLKI","5A",1999-06-26,1999,"1",0,1
"5636","BLKI","5A",1999-06-28,1999,"2",0,2
"5637","BLKI","5A",1999-07-01,1999,"3",0,3
"5638","BLKI","5A",1999-07-03,1999,"4",0,4
"5639","BLKI","5A",1999-07-06,1999,"5",0,5
"5640","BLKI","5A",1999-07-07,1999,"6",0,6
"5641","BLKI","5A",1999-07-10,1999,"7",0,7
"5642","BLKI","5A",1999-07-14,1999,"8",0,8
"5643","BLKI","5A",1999-07-15,1999,"9",0,9
"5644","BLKI","5A",1999-07-17,1999,"10",0,10
"5645","BLKI","5A",2000-06-16,2000,"1",0,1
"5646","BLKI","5A",2000-06-17,2000,"2",0,2
"5647","BLKI","5A",2000-06-19,2000,"3",0,3
"5648","BLKI","5A",2000-06-22,2000,"4",0,4
"5649","BLKI","5A",2000-06-23,2000,"5",0,5
"5650","BLKI","5A",2000-06-26,2000,"6",0,6
"5651","BLKI","5A",2000-06-27,2000,"7",0,7
"5652","BLKI","5A",2000-06-29,2000,"8",0,8
"5653","BLKI","5A",2000-07-01,2000,"9",0,9
"5654","BLKI","5A",2000-07-02,2000,"10",0,10
"5655","BLKI","5A",2000-07-05,2000,"11",0,11
"5656","BLKI","5A",2000-07-10,2000,"12",0,12
"5657","BLKI","5A",2001-06-12,2001,"1",0,1
"5658","BLKI","5A",2001-06-14,2001,"2",0,2
"5659","BLKI","5A",2001-06-15,2001,"3",0,3
"5660","BLKI","5A",2001-06-17,2001,"4",0,4
"5661","BLKI","5A",2001-06-18,2001,"4",0,5
"5662","BLKI","5A",2001-06-20,2001,"5",0,6
"5663","BLKI","5A",2001-06-25,2001,"5",0,7
"5664","BLKI","5A",2001-06-28,2001,"6",0,8
"5665","BLKI","5A",2001-06-30,2001,"7",0,9
"5666","BLKI","5A",2001-07-02,2001,"8",0,10
"5667","BLKI","5A",2001-07-04,2001,"9",0,11
"5668","BLKI","5A",2001-07-05,2001,"10",0,12
"5669","BLKI","5A",2002-06-14,2002,"1",0,1
"5670","BLKI","5A",2002-06-15,2002,"2",0,2
"5671","BLKI","5A",2002-06-18,2002,"3",0,3
"5672","BLKI","5A",2002-06-19,2002,"4",0,4
"5673","BLKI","5A",2002-06-21,2002,"5",0,5
"5674","BLKI","5A",2002-06-22,2002,"6",0,6
"5675","BLKI","5A",2002-06-24,2002,"7",0,7
"5676","BLKI","5A",2002-06-25,2002,"8",0,8
"5677","BLKI","5A",2002-06-27,2002,"9",0,9
"5678","BLKI","5A",2002-06-28,2002,"10",0,10
"5679","BLKI","5A",2003-06-13,2003,"1",0,1
"5680","BLKI","5A",2003-06-15,2003,"2",0,2
"5681","BLKI","5A",2003-06-17,2003,"3",0,3
"5682","BLKI","5A",2003-06-19,2003,"4",0,4
"5683","BLKI","5A",2003-06-22,2003,"5",0,5
"5684","BLKI","5A",2003-06-24,2003,"6",0,6
"5685","BLKI","5A",2003-06-26,2003,"7",0,7
"5686","BLKI","5A",2003-06-29,2003,"8",0,8
"5687","BLKI","5A",2003-07-03,2003,"9",0,9
"5688","BLKI","5A",2003-07-05,2003,"10",0,10
"5689","BLKI","5A",2003-07-07,2003,"11",0,11
"5690","BLKI","5A",2003-07-10,2003,"12",0,12
"5691","BLKI","5A",2004-06-13,2004,"1",0,1
"5692","BLKI","5A",2004-06-15,2004,"2",0,2
"5693","BLKI","5A",2004-06-17,2004,"3",0,3
"5694","BLKI","5A",2004-06-19,2004,"4",0,4
"5695","BLKI","5A",2004-06-23,2004,"5",0,5
"5696","BLKI","5A",2004-06-25,2004,"6",0,6
"5697","BLKI","5A",2004-06-27,2004,"7",0,7
"5698","BLKI","5A",2004-06-29,2004,"8",0,8
"5699","BLKI","5A",2004-07-01,2004,"9",0,9
"5700","BLKI","5A",2004-07-03,2004,"10",0,10
"5701","BLKI","5A",2004-07-06,2004,"11",0,11
"5702","BLKI","5A",2004-07-08,2004,"12",0,12
"5703","BLKI","5A",2005-06-11,2005,"1",0,1
"5704","BLKI","5A",2005-06-14,2005,"2",0,2
"5705","BLKI","5A",2005-06-16,2005,"3",0,3
"5706","BLKI","5A",2005-06-18,2005,"4",0,4
"5707","BLKI","5A",2005-06-20,2005,"5",0,5
"5708","BLKI","5A",2005-06-23,2005,"6",0,6
"5709","BLKI","5A",2005-06-25,2005,"7",0,7
"5710","BLKI","5A",2005-06-27,2005,"8",0,8
"5711","BLKI","5A",2005-06-29,2005,"9",0,9
"5712","BLKI","5A",2005-07-01,2005,"10",0,10
"5713","BLKI","5A",2005-07-03,2005,"11",0,11
"5714","BLKI","5A",2006-06-14,2006,"1",0,1
"5715","BLKI","5A",2006-06-16,2006,"2",0,2
"5716","BLKI","5A",2006-06-18,2006,"3",0,3
"5717","BLKI","5A",2006-06-22,2006,"4",0,4
"5718","BLKI","5A",2006-06-24,2006,"5",0,5
"5719","BLKI","5A",2006-06-26,2006,"6",0,6
"5720","BLKI","5A",2006-06-28,2006,"7",0,7
"5721","BLKI","5A",2006-06-30,2006,"8",0,8
"5722","BLKI","5A",2006-07-02,2006,"9",0,9
"5723","BLKI","5A",2006-07-04,2006,"10",0,10
"5724","BLKI","5A",2007-06-08,2007,"1",0,1
"5725","BLKI","5A",2007-06-10,2007,"2",0,2
"5726","BLKI","5A",2007-06-12,2007,"3",0,3
"5727","BLKI","5A",2007-06-14,2007,"4",0,4
"5728","BLKI","5A",2007-06-16,2007,"5",0,5
"5729","BLKI","5A",2007-06-18,2007,"6",0,6
"5730","BLKI","5A",2007-06-20,2007,"7",0,7
"5731","BLKI","5A",2007-06-24,2007,"8",0,8
"5732","BLKI","5A",2007-06-26,2007,"9",0,9
"5733","BLKI","5A",2007-06-28,2007,"10",0,10
"5734","BLKI","5A",2008-06-05,2008,"1",0,1
"5735","BLKI","5A",2008-06-07,2008,"2",0,2
"5736","BLKI","5A",2008-06-09,2008,"3",0,3
"5737","BLKI","5A",2008-06-11,2008,"4",0,4
"5738","BLKI","5A",2008-06-14,2008,"5",0,5
